User ID,Name,Rank,Elo,Tier,Avatar,ended_time,axie_1,axie_2,axie_3,vstar,axie_1_rune,axie_2_rune,axie_3_rune,axie_1_eyes_charm,axie_1_mouth_charm,axie_1_ears_charm,axie_1_horn_charm,axie_1_back_charm,axie_1_tail_charm,axie_2_eyes_charm,axie_2_mouth_charm,axie_2_ears_charm,axie_2_horn_charm,axie_2_back_charm,axie_2_tail_charm,axie_3_eyes_charm,axie_3_mouth_charm,axie_3_ears_charm,axie_3_horn_charm,axie_3_back_charm,axie_3_tail_charm,Axie 1 Eyes Part ID,Axie 1 Ears Part ID,Axie 1 Horn Part ID,Axie 1 Back Part ID,Axie 1 Mouth Part ID,Axie 1 Tail Part ID,Axie 1 Class,Axie 2 Eyes Part ID,Axie 2 Ears Part ID,Axie 2 Horn Part ID,Axie 2 Back Part ID,Axie 2 Mouth Part ID,Axie 2 Tail Part ID,Axie 2 Class,Axie 3 Eyes Part ID,Axie 3 Ears Part ID,Axie 3 Horn Part ID,Axie 3 Back Part ID,Axie 3 Mouth Part ID,Axie 3 Tail Part ID,Axie 3 Class,Comp
1ec9eb6f-7bed-6581-a60c-44a45d423b61,doremiHong,11,Tiger,4,buba_joker;s9_goldenwood,2024-07-31 16:43:49,12013593,12003940,12015734,1220,rune_mech_4011_s9_nondec,rune_beast_3012_s9,rune_aquatic_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_neutral_2010_s9_nondec,ecard_beast_2011_s9_nondec,ecard_aquatic_3011_s9,ecard_neutral_2010_s9_nondec,ecard_beast_4012_s9,ecard_beast_4012_s9_nondec,ecard_beast_3013_s9_nondec,ecard_beast_2011_s9_nondec,ecard_aquatic_3011_s9_nondec,,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9,ecard_neutral_2010_s9_nondec,ecard_neutral_1001,,Puppy,Confident,Zen,Imp,Perch,Shiba,Mech,Puppy,Zen,Perch,Confident,Imp,Shiba,Beast,Puppy,Confident,Zen,Imp,Ronin,Shiba,Aquatic,Perch
1ed1062a-a94d-6e8d-967e-7d0a634ec797,gwaenchan-ayo,12,Tiger,4,sunglasses_2023;summer_fruit_2023,2024-07-31 23:33:18,1945663,12022330,12034793,1220,rune_aquatic_4012_s9_nft,rune_mech_4011_s9_nondec,rune_plant_4010_s9_nft,ecard_aquatic_4012_s9_nondec,,ecard_neutral_1010_s9,ecard_neutral_2015_s9_nondec,ecard_neutral_2010_s9_nondec,ecard_aquatic_3012_s9_nft,ecard_aquatic_2013_s9,ecard_neutral_2011_s9_nft,,ecard_neutral_3017_s9_nondec,ecard_neutral_2010_s9_nondec,ecard_aquatic_4011_s9_nondec,ecard_neutral_2015_s9_nondec,,ecard_neutral_2015_s9_nondec,ecard_neutral_2015_s9_nondec,ecard_neutral_1010_s9,ecard_plant_2011_s9,Clear,Risky Fish,Inkling,Cuckoo,Jaguar,Ranchu,Aquatic,Telescope,Risky Fish,Gill,Cuckoo,Garish Worm,Koi,Mech,Lucas,Nut Cracker,Innocent Lamb,Cuckoo,Bidens,Cattail,Plant,???
1ec9eb6f-72ea-6185-a60c-c9c6d5b606e7,MagicMikeyyyy,13,Tiger,4,sunglasses_2023;s9_lotus_petal,2024-07-31 16:41:34,11982497,12009914,11672624,1210,rune_mech_4012_s9_nondec,rune_bird_4010_s9_nft,rune_dusk_4011_s9_nft,,ecard_plant_0001,ecard_neutral_3010_s9_nondec,ecard_bird_2012_s9,ecard_bird_4012_s9_nondec,ecard_neutral_2017_s9,ecard_bird_3012_s9_nft,ecard_bird_2011_s9_nondec,,ecard_bird_3011_s9_nondec,ecard_bird_3012_s9_nondec,ecard_bird_3012_s9,ecard_bird_4012_s9_nondec,,ecard_neutral_3015_s9_nondec,ecard_neutral_4014_s9_nondec,,ecard_neutral_3015_s9_nondec,Nerdy,Beetle Spike,Tri Feather,Confident,Wing Horn,Cloud,Mech,Lucas,Hungry Bird,Pink Cheek,Wing Horn,Cupid,Cloud,Bird,Lucas,Kotaro,Earwing,Wing Horn,Tri Feather,Granma's Fan,Dusk,Feather
1ec9eb6f-553c-6c0c-a60c-77e54e5fe2e5,AXP SLAVE FARMER,14,Tiger,4,s2_top20k;iron_s1,2024-07-31 17:23:49,11505366,11937993,12016026,1210,rune_neutral_4011_s9_nft,rune_reptile_4011_s9_nft,rune_dusk_4011_s9_nft,ecard_reptile_3010_s9,ecard_plant_3010_s9_nft,ecard_neutral_3015_s9_nondec,ecard_plant_3011_s9,ecard_neutral_1010_s9,ecard_neutral_3015_s9_nondec,ecard_reptile_machito_1,,ecard_reptile_4011_s9_nondec,ecard_neutral_3010_s9_nft,,ecard_reptile_2013_s9_nft,ecard_reptile_3010_s9_nondec,ecard_neutral_3015_s9_nondec,ecard_neutral_4015_s9_nft,ecard_plant_3011_s9_nft,ecard_neutral_3015_s9_nondec,,Gecko,Small Frill,Green Thorns,Silence Whisper,Strawberry Shortcake,Yam,Reptile,Gecko,Small Frill,Green Thorns,Silence Whisper,Oranda,Gila,Reptile,Gecko,Silence Whisper,Rosa,Strawberry Shortcake,Green Thorns,Cottontail,Dusk,Poison
1ec9eb73-6c56-640a-a60c-aa8dc51eb70f,Robokop | Guildless Gamers,15,Tiger,4,patrick23_hat;patrick23,2024-07-31 15:58:48,12016091,12025105,12005894,1200,rune_reptile_4011_s9_nondec,rune_dusk_4011_s9_nft,rune_neutral_4011_s9_nondec,ecard_reptile_2013_s9_nondec,ecard_neutral_3015_s9_nondec,ecard_neutral_3015_s9_nft,ecard_neutral_2018_s9,ecard_neutral_3015_s9_nondec,,ecard_reptile_3010_s9,ecard_neutral_3015_s9_nondec,ecard_neutral_2015_s9_nft,ecard_plant_3011_s9_nondec,ecard_neutral_3015_s9_nft,,ecard_reptile_3010_s9_nft,ecard_neutral_3015_s9_nondec,ecard_reptile_machito_1,ecard_plant_3011_s9_nft,ecard_neutral_3015_s9_nondec,,Gecko,Silence Whisper,Rosa,Watermelon,Green Thorns,Grass Snake,Reptile,Gecko,Silence Whisper,Rosa,Strawberry Shortcake,Green Thorns,Grass Snake,Dusk,Gecko,Silence Whisper,Friezard,Strawberry Shortcake,Green Thorns,Cottontail,Reptile,Poison
1ec9eb7e-41b2-6eed-a60c-2863dfd1ee0a,B&F,16,Tiger,4,bard_1300_s9;s9_serpentwood,2024-07-31 16:22:48,11992793,12009005,12021055,1200,rune_plant_4010_s9_nft,rune_beast_4011_s9_nft,rune_dusk_4012_s9_nft,ecard_neutral_4014_s9_nondec,ecard_plant_3011_s9_nondec,,ecard_neutral_4013_s9_nondec,ecard_plant_4010_s9_nondec,,ecard_neutral_4014_s9_nondec,,,ecard_beast_4010_s9_nondec,ecard_bird_3011_s9,ecard_beast_4010_s9_nondec,ecard_neutral_4014_s9_nondec,,,ecard_beast_4010_s9_nondec,ecard_bird_3011_s9,ecard_beast_4010_s9_nondec,Chubby,Innocent Lamb,Bidens,Silence Whisper,Strawberry Shortcake,Cottontail,Plant,Chubby,Catfish,Earwing,Arco,Cupid,Gerbil,Beast,Chubby,Axie Kiss,Pink Cheek,Arco,Cupid,Gerbil,Dusk,Bleed
1ec9eb6f-7b58-62f6-a60c-22df793d70e1,diazz,17,Tiger,4,0;0,2024-07-31 17:00:42,12014272,12007310,12010636,1200,rune_mech_4011_s9,rune_beast_3012_s9_nondec,rune_aquatic_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_neutral_2011_s9_nondec,ecard_neutral_2011_s9_nondec,ecard_neutral_2011_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_2011_s9,ecard_aquatic_3011_s9_nondec,,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_neutral_2011_s9_nondec,ecard_neutral_2011_s9_nondec,ecard_neutral_2011_s9_nondec,Puppy,Confident,Zen,Imp,Ronin,Shiba,Mech,Puppy,Confident,Zen,Imp,Perch,Shiba,Beast,Puppy,Zen,Ronin,Confident,Imp,Shiba,Aquatic,Perch
1ef23afe-bdc1-607c-8c81-6570b7fdb616,Lunacian #2,18,Tiger,4,0;0,2024-08-01 00:25:00,12036581,12039791,12036250,1200,rune_neutral_4011_s9_nondec,rune_plant_4011_s9_nft,rune_dusk_4012_s9_nondec,ecard_plant_3010_s9,,ecard_neutral_2015_s9_nondec,,ecard_neutral_4015_s9_nondec,ecard_neutral_2015_s9_nondec,ecard_plant_2011_s9_nft,,ecard_neutral_3017_s9_nondec,ecard_neutral_4015_s9_nondec,ecard_plant_4010_s9_nondec,ecard_neutral_1001,ecard_plant_2011_s9,ecard_neutral_1001,ecard_neutral_2015_s9_nondec,,ecard_plant_bard_1,ecard_neutral_2015_s9_nondec,Blossom,Silence Whisper,Innocent Lamb,Feather Spear,Turnip,Snake Jar,Mech,Cucumber Slice,Pincer,Innocent Lamb,Strawberry Shortcake,Turnip,Cottontail,Plant,Blossom,Silence Whisper,Innocent Lamb,Dual Blade,Turnip,Snake Jar,Dusk,Healing
1ec9eb7e-5891-6391-a60c-ee646c11e268,barret,19,Bear,1,s5_top20k;s5_goldenwood,2024-07-31 12:26:15,12013294,11996162,11529692,1190,rune_bird_4012_s9_nft,rune_plant_4011_s9_nft,rune_neutral_4011_s9_nondec,ecard_neutral_4015_s9_nondec,ecard_neutral_3015_s9_nondec,ecard_neutral_2015_s9_nondec,ecard_neutral_1001,ecard_plant_3011_s9_nondec,ecard_neutral_1001,ecard_plant_3011_s9_nondec,ecard_plant_4010_s9_nft,ecard_neutral_2015_s9_nondec,ecard_plant_2012_s9,ecard_neutral_4015_s9,,ecard_neutral_2015_s9_nondec,,ecard_plant_3011_s9_nondec,ecard_neutral_4015_s9_nondec,ecard_bug_4011_s9_nondec,ecard_neutral_1001,Nerdy,Silence Whisper,Innocent Lamb,Eggshell,Shiitake,Nimo,Bird,Cucumber Slice,Silence Whisper,Innocent Lamb,Strawberry Shortcake,Bidens,Cottontail,Plant,Tricky,Hungry Bird,Clover,Rose Bud,Garish Worm,Twin Tail,Dusk,Healing
1ec9eb7e-6969-6a8d-a60c-a38f5459cd8e,tilt,20,Bear,1,easter_momo;0,2024-07-31 13:51:39,11753749,11705793,11761503,1180,rune_bug_3012_s9_nondec,rune_dusk_4010_s9_nondec,rune_neutral_4011_s9_nft,ecard_bug_4010_s9_nondec,ecard_neutral_3015_s9_nondec,ecard_neutral_2018_s9,ecard_neutral_2010_s9,,ecard_neutral_2018_s9,ecard_plant_0001,ecard_neutral_3015_s9_nondec,ecard_neutral_2018_s9_nondec,,ecard_neutral_2018_s9_nondec,ecard_neutral_2017_s9_nondec,ecard_neutral_2017_s9_nondec,,ecard_aquatic_4010_s9_nondec,ecard_neutral_2010_s9,ecard_neutral_2018_s9_nondec,ecard_neutral_2018_s9_nondec,Neo,Inkling,Raven,Doubletalk,Parasite,Tadpole,Bug,Neo,Inkling,Raven,Doubletalk,Shoal Star,Cottontail,Dusk,Neo,Inkling,Raven,Doubletalk,Parasite,Tadpole,Aquatic,Jinx
1ec9eb7e-6b04-6ab9-a60c-0733dbda39a4,ILLIDS,21,Bear,1,ragnarok_poring;s9_goldenwood,2024-07-31 15:36:28,12039255,12008117,11645275,1170,rune_bird_4012_s9_nft,rune_bird_4010_s9_nondec,rune_dusk_4011_s9_nft,ecard_neutral_3016_s9_nondec,,ecard_bird_4012_s9_nondec,,ecard_bird_4012_s9_nondec,ecard_bird_4012_s9_nondec,ecard_bird_3012_s9_nondec,ecard_neutral_2017_s9_nondec,,,ecard_bird_3012_s9_nft,ecard_bird_3012_s9,,ecard_neutral_2017_s9,ecard_neutral_3015_s9_nondec,ecard_neutral_4014_s9_nondec,ecard_bird_2012_s9,ecard_neutral_3015_s9_nondec,Robin,Kotaro,Pink Cheek,Wing Horn,Tri Feather,Cloud,Bird,Lucas,Confident,Early Bird,Wing Horn,Cupid,Cloud,Bird,Kotaro?,Confident,Earwing,Wing Horn,Tri Feather,Granma's Fan,Dusk,Feather
1eecb033-3d12-629b-9d13-088e0ec2d3b1,BiNi|manoi|HuStLiN,22,Bear,1,ice_cream_2023;summer_fruit_2023,2024-07-31 14:17:32,11907613,11860986,11875956,1170,rune_bird_4011_s9_nondec,rune_mech_4012_s9_nondec,rune_neutral_4011_s9_nondec,,ecard_neutral_3015_s9_nondec,ecard_plant_4011_s9_nondec,ecard_neutral_2016_s9_nondec,ecard_neutral_3015_s9_nondec,ecard_neutral_3015_s9_nondec,,ecard_neutral_3015_s9_nondec,ecard_neutral_3015_s9_nondec,ecard_neutral_2015_s9_nondec,ecard_neutral_3015_s9_nondec,ecard_neutral_2010_s9_nondec,,ecard_neutral_3015_s9_nondec,ecard_neutral_3015_s9_nondec,ecard_neutral_2016_s9_nondec,ecard_neutral_3015_s9_nondec,ecard_neutral_3010_s9_nondec,Nerdy,Leafy,Buzz Buzz,Confident,Bamboo Shoot,Ranchu,Bird,Nerdy,Confident,Leafy,Bamboo Shoot,Buzz Buzz,Cottontail,Mech,Mavis,Confident,Leafy,Bamboo Shoot,Cupid,Shrimp,Beast,Leafy
1ec9eb6f-404d-690c-a60c-3aadccaab68a,viktus | Guildless Gamers,23,Bear,1,mit_s8;s8_lotus_petal,2024-07-31 13:06:59,11964751,12032551,11698377,1160,rune_plant_4010_s9_nft,rune_bird_4010_s9_nft,rune_dawn_4012_s9_nft,ecard_bird_4012_s9_nft,,ecard_neutral_2015_s9,ecard_plant_4010_s9_nft,ecard_neutral_3015_s9_nondec,,ecard_bird_3012_s9_nft,ecard_bird_3012_s9_nft,ecard_bird_momo_1,,ecard_neutral_3015_s9_nft,,ecard_bird_4012_s9_nft,ecard_neutral_3010_s9_nft,,ecard_plant_bard_1,ecard_neutral_3015_s9_nft,,Lucas,Innocent Lamb,Cupid,Silence Whisper,Rose Bud,Cattail,Plant,Little Owl,Little Owl,Owl,Trump,Cupid,Feather Fan,Bird,Lucas,Peace Maker,Sakura,Rose Bud,Mint,Pupae,Dawn,Machine Gun Owl
1ec9eb6f-7509-600e-a60c-d795748bdedd,sorrydude,24,Bear,1,s6_light_halloween_venoki;s6_goldenwood,2024-07-31 12:46:13,11899117,11972387,11734323,1150,rune_dusk_4011_s9_nft,rune_bird_4010_s9_nft,rune_neutral_4011_s9,,ecard_reptile_2011_s9,ecard_neutral_2012_s9_nondec,ecard_neutral_4014_s9_nondec,ecard_bird_4012_s9_nondec,ecard_neutral_3015_s9_nondec,ecard_bird_3012_s9_nondec,,ecard_neutral_3015_s9_nondec,,ecard_bird_3012_s9_nft,ecard_bird_3012_s9_nft,,ecard_reptile_2011_s9_nft,ecard_bug_4011_s9_nft,ecard_neutral_4013_s9_nft,ecard_bird_3013_s9_nondec,,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Ranchu,Dusk,Lucas,Earwing,Tri Feather,Doubletalk,Wing Horn,Cloud,Bird,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Cottontail,Mech,Feather
1ec9eb6f-8295-6e17-a60c-f5e0fefd2086,excrashmander _ vzla,25,Bear,1,shy;s9_lotus_petal,2024-07-31 23:27:44,11999891,11995535,11623495,1150,rune_bird_4012_s9_nft,rune_bird_4010_s9_nondec,rune_dusk_4011_s9_nft,ecard_neutral_3016_s9_nft,,ecard_bird_2012_s9_nft,ecard_neutral_4013_s9_nondec,ecard_bird_4012_s9_nondec,ecard_neutral_2017_s9_nondec,,ecard_neutral_2010_s9_nondec,,ecard_neutral_4014_s9_nondec,ecard_bird_3012_s9_nft,ecard_bird_3012_s9_nft,,,ecard_neutral_3015_s9_nondec,ecard_neutral_4014_s9_nondec,ecard_neutral_2015_s9_nondec,ecard_neutral_3015_s9_nondec,Robin,Confident,Early Bird,Wing Horn,Cupid,Cloud,Bird,Topaz,Hungry Bird,Pink Cheek,Wing Horn,Tri Feather,Cloud,Bird,Kotaro?,Risky Fish,Earwing,Wing Horn,Tri Feather,Granma's Fan,Dusk,Feather
